"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"SubscriptionCore","Azure_Subscription_SI_Classic_Resources","Do not use any classic resources on a subscription","Important","No","Yes","You should use new ARM/v2 resources as the ARM model provides several security enhancements such as: stronger access control (RBAC), better auditing, ARM-based deployment/governance, access to managed identities, access to key vault for secrets, AAD-based authentication, support for tags and resource groups for easier security management, etc.","Migrate each v1/ASM-based resource in your app to a corresponding v2/ARM-based resource. Refer: https://docs.microsoft.com/en-us/azure/virtual-machines/windows/migration-classic-resource-manager-overview","Yes","No","SDL, Best Practice, Automated, AuthZ, SubscriptionCore"
"SubscriptionCore","Azure_Subscription_SI_Dont_Use_Classic_VMs","Do not use any classic virtual machines on your subscription.","Important","No","No","You should use new Azure (v2) resources as the ARM model provides several security enhancements such as: stronger access control (RBAC), better auditing, ARM-based deployment/governance, access to managed identities, access to key vault for secrets, AAD-based authentication, support for tags and resource groups for easier security management, etc.","Migrate each v1/ASM Virtual Machine in your subscription to a v2/ARM-based VM. Refer link https://docs.microsoft.com/en-us/azure/virtual-machines/windows/migration-classic-resource-manager-overview for resource migration.","Yes","No","SDL, Best Practice, Automated, AuthZ, SI, SubscriptionCore"
"SubscriptionCore","Azure_Subscription_NetSec_Justify_PublicIPs","Verify the list of public IP addresses on your subscription","Important","No","No","Public IPs provide direct access over the internet exposing a cloud resource to all type of attacks over the public network. Hence use of public IPs should be carefully scrutinized/reviewed.","Verify the list of public IP addresses used and delete the unwanted and unused ones immediately! To delete run 'Remove-AzPublicIpAddress -ResourceGroupName {ResourceGroupName} -Name {PublicIpAddressName}'. You might encounter an error if the public IP resource is associated with some other resource. Refer link: https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-public-ip-address#view-change-settings-for-or-delete-a-public-ip-address for more details.","Yes","No","SDL, Automated, Access, NetSec, SubscriptionCore"
"SubscriptionCore","Azure_Subscription_AuthZ_Dont_Grant_Persistent_Access","Permanent access should not be granted for privileged subscription level roles","Important","No","No","Permanent access increase the risk of a malicious user getting that access and inadvertently impacting a sensitive resource. To minimize this risk ensure that critical resources present in subscription are accessed only by the legitimate users when required. PIM facilitates this by limiting users to only assume higher privileges in a just in time (JIT) manner (or by assigning privileges for a shortened duration after which privileges are revoked automatically).","Use Privileged Identity Management (PIM) to grant access to privileged roles at subscription scope. To remove existing assignments run: 'Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '/subscriptions/{subscriptionid}' -RoleDefinitionName {RoleDefinitionName}'. Refer https://docs.microsoft.com/en-us/azure/active-directory/privileged-identity-management/azure-pim-resource-rbac#assign-roles.","Yes","No","SDL, Automated, Access, AuthZ, SubscriptionCore"
"SubscriptionCore","Azure_Subscription_Config_Add_Required_Tags","Mandatory tags must be set per your organization policy","Important","No","Yes","Certain tags are expected to be present in all resources to support enterprise wide functions (e.g., security visibility based on environment, security scanning, cost optimization, etc.). The script checks for presence of such 'mandatory' and 'scenario-specific' tags. ","Refer: https://docs.microsoft.com/en-us/azure/azure-resource-manager/resource-group-using-tags#portal. You can learn more about Resource Group based tagging compliance here: https://aka.ms/rgtags.","Yes","No","SDL, TCP, Automated, AuthZ, SubscriptionCore"
"SubscriptionCore","Azure_Subscription_Config_ASC_Tier","Standard tier must be enabled for Azure Security Center","Important","No","No","ASC standard tier enables advanced threat detection capabilities, which uses built-in behavioral analytics and machine learning to identify attacks and zero-day exploits, access and application controls to reduce exposure to network attacks and malware, and more","Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-pricing","Yes","No","SDL, TCP, Automated, AuthZ, SubscriptionCore"
"DataLakeAnalytics","Azure_DataLakeAnalytics_AuthZ_Assign_Required_RBAC_To_Creator","Data Lake Analytics creator must be granted only required Role Based Access Control (RBAC) access on Subscription/Resource Group/Resource","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Assign 'Owner' privilege only at resource group and default data lake store account scope.","No","No","SDL, TCP, Manual, AuthZ, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_AuthN_AAD_For_Client_AuthN","All Data Lake Analytics users/service principal must be authenticated using AAD backed credentials","Important","No","No","Using the native enterprise directory for authentication ensures that there is a built-in high level of assurance in the user identity established for subsequent access control. All Enterprise subscriptions are automatically associated with their enterprise directory (xxx.onmicrosoft.com) and users in the native directory are trusted for authentication to enterprise subscriptions.","No action required. ADLA supports only AAD authentication.","No","No","SDL, Information, Manual, AuthN, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Assign only the 'Data Lake Analytics Developer' RBAC role to developers who manage U-SQL jobs. Refer: https://docs.microsoft.com/en-us/azure/data-lake-analytics/data-lake-analytics-manage-use-portal#manage-users","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_AuthZ_Assign_Least_Privilege_ACL","Data Lake Analytics developer (user/service principal) must have least required ACLs on Catalog/Database and Data Lake Store file system","Moderate","No","No","Granting minimum permissions to users/security groups on data lake store file system by leveraging Access Control List (ACL) feature ensures that U-SQL jobs executed by users/security groups would perform only intended read/write operations. This minimizes exposure of the data in case of user credentials leak or faulty job programming.","Navigate to Azure Portal --> Data Lake Analytics Account --> Add User Wizard option to add users. Ensure least necessary privileges are granted.","No","No","SDL, TCP, Manual, AuthZ, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_Config_Storage_Datasource_Securely","Storage account data source must be added securely","Moderate","No","No","Setting up storage data source using PowerShell command eliminates the risk of exposing storage account key (because the key itself is not displayed on the GUI at all).","Setup storage data source using PowerShell command 'Add-AzDataLakeAnalyticsDataSource -ResourceGroupName <ResourceGroup> -Account <ADLAAccount> -Blob <StorageAccount> -AccessKey ((Get-AzStorageAccountKey -ResourceGroupName <ResourceGroupOfStorageAccount> -Name <StorageAccountName>).Key1","No","No","SDL, Best Practice, Manual, Config, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_DP_Encrypt_Connection_Strings","Secrets to access SQL Azure/SQL VM/SQL Data Warehouse must be securely stored under Catalog database credentials","Important","No","No","Credentials added in form of plain text in U-SQL job have higher chances of getting compromised. The job code is also likely check in into a code repository so the credential is visible to many parties.","Password of the account used to access SQL Azure must be created as a new catalog credential using the 'New-AzDataLakeAnalyticsCatalogCredential' PS command. Refer: https://docs.microsoft.com/en-us/powershell/module/az.datalakeanalytics/new-azdatalakeanalyticscatalogcredential, https://docs.microsoft.com/en-us/rest/api/datalakeanalytics/catalog/createcredential and https://docs.microsoft.com/en-us/azure/sql-data-warehouse/sql-data-warehouse-load-from-azure-data-lake-store#configure-the-data-source for details.","No","No","SDL, Best Practice, Manual, DP, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_SI_USQL_Script_Integrity","U-SQL script file(s) must be uploaded from a secured/trusted location","Important","No","No","ADLA U-SQL File Import wizard does not impose any restrictions on file format nor does it scan uploaded files for security issues. If these files are at an insecure/untrustworthy location, they can be tampered/infested. This can lead to compromise of the ADLA jobs and data.","Make sure that the client machine used to upload scripts is secure (Antimalware, patching, etc.). Also, do not upload files that have originated from potentially untrusted sites.","No","No","SDL, TCP, Manual, SI, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_DP_Encrypt_At_Rest","Sensitive data must be encrypted at rest","Important","No","Yes","Using this feature ensures that sensitive data is stored encrypted at rest. This minimizes the risk of data loss from physical theft and also helps meet regulatory compliance requirements.","Default Data Lake Store Account must have encryption enabled. Refer: https://docs.microsoft.com/en-us/azure/data-lake-store/data-lake-store-security-overview#data-protection","Yes","No","SDL, TCP, Automated, DP, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_DP_Encrypt_In_Transit","Sensitive data must be encrypted in transit","Important","No","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","No action required. ADLA provides encryption in transit using HTTPS transport layer security.","No","No","SDL, Information, Manual, DP, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_BCDR_Plan_Default_Data_Lake_Store","Backup and Disaster Recovery must be planned for the default Data Lake Store account","Moderate","No","No","Data Lake Analytics does not offer features to cover backup/disaster recovery out-of-the-box. As a result, when processing critical workloads, a team must have adequate backups of the data and the jobs (catalog, code, etc.).","Ensure that any critical business/catalog data in the default Data Lake Store has been backed up from a BC-DR standpoint.","No","No","SDL, TCP, Manual, BCDR, DataLakeAnalytics"
"DataLakeAnalytics","Azure_DataLakeAnalytics_Audit_Review_Logs","Diagnostic and activity logs for Data Lake Analytics should be reviewed periodically","Moderate","No","No","Periodic reviews of diagnostics, activity and audit logs ensures that anomalous activity can be identified early enough instead of after a major compromise.","Review diagnostic/activity logs to check activities on the resource. Refer: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-overview-of-diagnostic-logs and https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-overview-activity-logs","No","No","SDL, Best Practice, Manual, Audit, DataLakeAnalytics"
"ApplicationProxy","Azure_ApplicationProxy_Deploy_Only_Secure_Apps","Only security compliant apps should be onboarded to AAD App Proxy.","Important","No","No","AAD App proxy facilitates remote access to your on-prem apps. If these apps have not been designed and implemented securely, then security issues of your apps get exposed to the internet.","Ensure that apps you expose via App Proxy have been built using secure development standards/process such as SDL (Refer: https://www.microsoft.com/en-us/sdl)","No","No","SDL, TCP, Manual, Deploy, ApplicationProxy"
"ApplicationProxy","Azure_ApplicationProxy_AuthN_Use_AAD_PreAuth","AAD Authentication must be enabled as a pre-authentication method on your app.","Important","No","No","Pre-authentication by its very nature, blocks a significant number of anonymous attacks, because only authenticated identities can access the back-end application.","AAD Application Administrator (or higher privilege role) can check app pre-authentication configuration from portal or by running command 'Get-AzureADApplicationProxyApplication -ObjectId <AADAppID>'. To enable AAD Auth run command 'Set-AzureADApplicationProxyApplication -ObjectId <AppObjectID> -ExternalAuthenticationType AadPreAuthentication'. Refer: https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/application-proxy-publish-azure-portal#publish-an-on-premises-app-for-remote-access.","No","No","SDL, TCP, Manual, AuthN, ApplicationProxy"
"ApplicationProxy","Azure_ApplicationProxy_DP_Remove_Connector_Machine_Logs","Delete personal data captured in logs on connector machine periodically or turn off connector machine logging if not required.","Important","No","No","Connector machine logs may contain personal data. This needs to be handled with care and purged when not needed in keeping with good privacy principles.","Turn off logging/delete personal data regularly on all connector machines. Refer: https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/application-proxy-remove-personal-data","No","No","SDL, TCP, Manual, DP, ApplicationProxy"
"ApplicationProxy","Azure_ApplicationProxy_Config_Enable_HTTPOnly_Cookie","HTTP-Only cookie must be enabled while configuring App Proxy wherever possible.","Important","No","No","Using an HTTP-Only cookie protects against cross site scripting (XSS) attacks by disallowing cookie access to client side scripts.","AAD Application Administrator (or higher privilege role) can check app cookie setting from portal or by running command 'Get-AzureADApplicationProxyApplication -ObjectId <AADAppID>'. To enable HTTP-Only cookie, run command 'Set-AzureADApplicationProxyApplication -ObjectId <AADAppID> -IsHttpOnlyCookieEnabled $true'. Refer: https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/application-proxy-publish-azure-portal#publish-an-on-premises-app-for-remote-access.","No","No","SDL, TCP, Manual, Config, ApplicationProxy"
"ApplicationProxy","Azure_ApplicationProxy_SI_Lockdown_ConnectorMachine","Use a security hardened, locked down OS image for the connector machine.","Important","No","No","The connector machine is serving as a 'gateway' into the corporate environment allowing internet based client endpoints access to enterprise data. Using a locked-down, secure baseline configuration ensures that this machine does not get leveraged as an entry point to attack the applications/corporate network.","Use a locked down OS configuration. Ensure that the system is always fully patched, has real-time malware protection enabled, OS firewall and disk encryption turned on, etc. Also, monitor this VM just like you'd monitor a high-value asset.","No","No","SDL, TCP, Manual, Config, ApplicationProxy"
"NotificationHub","Azure_NotificationHub_Deploy_Use_ARM_Model","Notification Hub must be created through Azure Resource Manager model","Important","No","No","The new ARM/v2 model must be used to create Notification Hub as the ARM model provides stronger access control (RBAC) and auditing features.","Notification hub must not be created on azure classic portal.You need to clean up any unexpected 'Notification hubs' present on the subscription. (1) Steps to clean up notification hubs through Azure portal - (a) Logon to https://portal.azure.com/ (b) Navigate to the 'Notification Hubs' (c) Navigate to the notification hub that has be removed and click on the 'Delete' icon. (d) Perform this operation for all the notification hubs that has to be removed from the subscription. (2) Steps to clean up notification hub through command - Run the command 'Remove-AzNotificationHub [-ResourceGroup] <String>  [-Namespace] <String> [-NotificationHub] <String> [-Confirm] [-Force] [-WhatIf] [<CommonParameters>]'","No","No","SDL, TCP, Manual, Deploy, NotificationHub"
"NotificationHub","Azure_NotificationHub_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Notification hubs. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, NotificationHub"
"NotificationHub","Azure_NotificationHub_AuthZ_Dont_Use_Policies_At_NotificationHub_Namespace","Applications must not use 'namespace' level access policies for the Notification Hub","Important","No","No","A 'namespace' level access policy provides access to all Notification Hubs in a namespace. However, using an access policy at Notification Hub level provides access only to the specific Notification Hub. Thus using the latter is inline with the principle of least privilege.","Create access policies for the respective Notification Hub representing the least access required and use them. Refer: https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-security","No","No","SDL, TCP, Manual, AuthZ, NotificationHub"
"NotificationHub","Azure_NotificationHub_AuthZ_Use_Min_Permissions_Access_Policies","Access policies must be defined with minimum required permissions at Notification Hub level","Moderate","No","No","Granting minimum access ensures that users are granted just enough permissions to perform their tasks. This minimizes the set of operations that can be preformed on the resource by an attacker in case of access policy key compromise.","Ensure that policy definitions capture least required operations. E.g., if only 'Send' is necessary then 'Listen' should not be in the permission set. Refer for example of creation of policies for user https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-aspnet-backend-windows-dotnet-wns-notification","No","No","SDL, TCP, Manual, AuthZ, NotificationHub"
"NotificationHub","Azure_NotificationHub_AuthZ_Dont_Use_Manage_Access_Permission","Access policies on Notification Hub must not have Manage access permissions","Important","No","Yes","Manage security claim has the highest level of access (Create/Update/Read/Delete/Read registrations by tag) on Notification Hub. Using this key for runtime scenarios violates the principle of least privileged access. It is akin to running as 'sa' or 'localsystem'.","Use 'Send' and 'Listen' manage policies as access permissions for clients and back ends. Refer: https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-security","Yes","No","SDL, TCP, Automated, AuthZ, NotificationHub"
"NotificationHub","Azure_NotificationHub_Deploy_Reg_Mngt_Not_From_Native_Device_App","Registration management must not be done from a native client or device app","Moderate","No","No","It is not possible to adequately authenticate/authorize registration requests if done directly from the native device app.","Registration management should be done through application backend. Refer: https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-registration-management","No","No","SDL, TCP, Manual, Deploy, NotificationHub"
"NotificationHub","Azure_NotificationHub_DP_Msg_Body_Not_Contain_Sensitive_Data","Message body of a push notification must not contain sensitive data","Important","No","No","Due to risks of exposure along the path between the backend service and the client device, notifications should not include any sensitive data in the body of the push message.","Use the Secure Push pattern if there is a need to send senstive data. Refer: https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-aspnet-backend-windows-dotnet-wns-secure-push-notification","No","No","SDL, TCP, Manual, DP, SecIntell, NotificationHub"
"NotificationHub","Azure_NotificationHub_AuthZ_Limit_App_Team_Access","Developers of applications that use Notification Hubs must not be granted persistent access on the subscription","Moderate","No","No","Telemetry data can be accessed using Azure Service Management portal which will need subscription co-administrator permission. This can impose operational risk. Hence a user must not be granted persistent access on the subscription for such a scenario.","Remove any persistent access granted to app team members from the Azure portal.","No","No","SDL, TCP, Manual, AuthZ, NotificationHub"
"NotificationHub","Azure_NotificationHub_Audit_Enable_Logging_And_Monitoring","Audit logs for Notification Hub should be enabled","Moderate","No","No","Auditing enables log collection of important system events pertinent to security. Regular monitoring of audit logs can help to detect any suspicious and malicious activity early and respond in a timely manner.","Default behavior. No action needed.","No","No","SDL, Information, Manual, Audit, NotificationHub"
"NotificationHub","Azure_NotificationHub_BCDR_Plan","Backup and Disaster Recovery must be planned for Notification Hub","Moderate","No","No","Notification Hub does not offer features to cover backup/disaster recovery out-of-the-box. As a result, Notification Hub , a team must have adequate backups of the data.","Azure provides metadata disaster recovery coverage (the Notification Hub name, connection string, etc.). From a BC-DR standpoint, app teams must implement a solution to repopulate the Registration Data data into your new hub post-recovery. Refer: https://docs.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-faq#what-support-is-provided-for-disaster-recovery","No","No","SDL, Manual, BCDR, NotificationHub"
"ERvNet","Azure_ERvNet_NetSec_Dont_Use_PublicIPs","There must not be any Public IPs (i.e., NICs with PublicIP) on ExpressRoute-connected VMs","Important","Yes","No","Public IP addresses on an ER-connected virtual network can expose the corporate network to security attacks from the internet.","Any Public IP addresses you added to an ER-connected virtual network must be removed. Refer: https://docs.microsoft.com/en-us/powershell/module/az.network/Remove-AzPublicIpAddress","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Use_Multi_NIC_VMs","There must not be multiple NICs on ExpressRoute-connected VMs","Moderate","No","No","Using multiple NICs, one can route traffic between the ER-connected virtual network and another non-ER-connected virtual network. This can put the corporate network at risk. (Multi-NIC VMs on an ER-connected virtual network may be required in some advanced scenarios. You should engage the network security team for a review in such cases.)","Remove any additional NICs on VMs which are on an ER-connected virtual network. Refer: http://stackoverflow.com/questions/34526032/how-can-i-programmatically-detach-a-nic-from-its-vm-in-azure-arm","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Enable_IPForwarding_for_NICs","The 'EnableIPForwarding' flag must not be set to true for NICs in the ExpressRoute-connected vNet","Important","Yes","No","Using IP Forwarding one can change the routing of packets from an ER-connected virtual network. This can lead to bypass of network protections that are required and applicable for corpnet traffic. (IP Forwarding on an ER-connected virtual network may be required only in advanced scenarios such as Network Virtual Applicances. You should engage the network security team for a review in such cases.)","IP Forwarding must be disabled on ExpressRoute-connected NICs. Refer: https://docs.microsoft.com/en-us/azure/virtual-network/virtual-networks-udr-overview","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Use_NSGs_on_GatewaySubnet","There must not be any NSGs on the GatewaySubnet of the ExpressRoute-connected vNet","Moderate","No","No","Using NSGs on the Gateway subnet of an ER-connected virtual network can cause the connection to stop functioning and may impact availability.","If you added any NSGs to the Gateway Subnet of the ER-connected virtual network, remove them. Refer: https://docs.microsoft.com/en-us/azure/virtual-network/manage-network-security-group#delete-a-network-security-group","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Add_UDRs_on_Subnets","There must not be a UDR on *any* subnet in an ExpressRoute-connected vNet","Important","Yes","No","Using UDRs on any subnet of an ER-connected virtual network can lead to security exposure for corpnet traffic by allowing it to be routed in a way that evades inspection from network security scanners.","Remove association between any UDRs you may have added and respective subnets using the 'Remove-AzureSubnetRouteTable' command. Run 'Get-Help Remove-AzureSubnetRouteTable -full' for more help.","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Add_VPN_Gateways","There must not be another virtual network gateway (GatewayType = Vpn) in an ExpressRoute-connected vNet","Important","Yes","No","Using other gateway types on an ER-connected virtual network can lead to pathways for corpnet traffic where the traffic can get exposed to the internet or evade inspection from network security scanners. This creates a direct risk to corpnet security.","Remove any VPN Gateways from the ExpressRoute-connected virtual network. Refer: https://docs.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-delete-vnet-gateway-powershell","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Dont_Use_VNet_Peerings","There must not be any virtual network peerings on an ExpressRoute-connected vNet","Important","Yes","No","A virtual network peering on an ER-connected circuit establishes a link to another virtual network whereby traffic egress and ingress can evade inspection from network security appliances. This creates a direct risk to corpnet security.","Remove any VNet peering you added using the 'Remove-AzVirtualNetworkPeering' PS command. Run 'Get-Help Remove-AzVirtualNetworkPeering -full' for more help.","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_NetSec_Use_Only_Internal_Load_Balancers","Only internal load balancers (ILBs) may be used inside an ExpressRoute-connected vNet","Important","Yes","No","External load balancers on an ER-connected vNet can expose the corporate network to security attacks from the internet.","Remove any external load balancers you may have added using the 'Remove-AzLoadBalancer' PS command. Run 'Get-Help Remove-AzLoadBalancer -full' for more help.","Yes","No","SDL, TCP, Automated, NetSec, ERvNet"
"ERvNet","Azure_ERvNet_SI_Add_Only_Network_Resources","Only resources of type Microsoft.Network/* must be added in the ERNetwork resource group","Important","No","Yes","The ERNetwork resource group is a critical component that facilitates provisioning of an ER-connection for your subscription. This resource group is deployed and managed by the networking team and should not be used as a general purpose resource group or as a container for non-networking resources as it can impact the ER-connectivity of your subscription.","Move all other resources except Microsoft.Network/* to another resource group. To move a resource, simply go to the Overview tab for it in the Azure portal and select the Move option.","Yes","No","SDL, TCP, Automated, SI, ERvNet, CSE"
"ERvNet","Azure_ERvNet_SI_Dont_Remove_Resource_Lock","Ensure that the ERNetwork resource group is protected with a resource lock","Important","No","Yes","The ERNetwork resource group is a critical component that facilitates provisioning of an ER-connection for your subscription. A resource lock is deployed on the ERNetwork resource group to keep you from deleting it accidentally. Removing this lock increases the chances of accidental write/delete of this resource group and that can impact ER-connectivity of your subscription.","Create a ReadOnly resource lock for every ER Network resource group using command New-AzResourceLock -LockName '{LockName}' -LockLevel 'ReadOnly' -Scope '/subscriptions/{SubscriptionId}/resourceGroups/{ERNetworkResourceGroup}'. Run 'Get-Help New-AzResourceLock -full' for more help.","Yes","No","SDL, TCP, Automated, SI, ERvNet, CSE"
"ERvNet","Azure_ERvNet_SI_Dont_Remove_ARM_Policy","Ensure that ARM policies are deployed to protect the ERNetwork setup","Important","No","Yes","The ERNetwork resource group is a critical component that facilitates provisioning of an ER-connection for your subscription. This is a protective policy deployed to keep you from creating any network endpoint which can accidentally expose organization network.","ARM policy deployed during ER setup was removed. You need to set it up again. Review the docs on https://aka.ms/devopskit/recomm/ervnet","Yes","No","SDL, TCP, Automated, SI, ERvNet, CSE"
"KubernetesService","Azure_KubernetesService_Deploy_Enable_Cluster_RBAC","Cluster RBAC must be enabled in Kubernetes Service","Important","No","Yes","Enabling RBAC in a cluster lets you finely control access to various operations at the cluster/node/pod/namespace scopes for different stakeholders. Without RBAC enabled, every user has full access to the cluster which is a violation of the principle of least privilege. Note that Azure Kubernetes Service does not currently support other mechanisms to define authorization in Kubernetes (such as Attribute-based Access Control authorization or Node authorization).","RBAC flag must be enabled while creating the Kubernetes Service. Existing non-RBAC enabled Kubernetes Service clusters cannot currently be updated for RBAC use. Refer: https://docs.microsoft.com/en-us/azure/aks/aad-integration.","Yes","No","SDL, TCP, Automated, Deploy, RBAC, KubernetesService"
"KubernetesService","Azure_KubernetesService_AuthN_Enabled_AAD","AAD should be enabled in Kubernetes Service","Important","No","Yes","Using the native enterprise directory for authentication ensures that there is a built-in high level of assurance in the user identity established for subsequent access control.All Enterprise subscriptions are automatically associated with their enterprise directory (xxx.onmicrosoft.com) and users in the native directory are trusted for authentication to enterprise subscriptions.","Refer: https://docs.microsoft.com/en-us/azure/aks/aad-integration to configure AAD in Kubernetes Service.","Yes","No","SDL, Best Practice, Automated, AuthN, KubernetesService"
"KubernetesService","Azure_KubernetesService_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Kubernetes Service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, KubernetesService"
"KubernetesService","Azure_KubernetesService_AuthN_Dont_Grant_ClusterAdmin_Permission_Developer","Do not directly or indirectly grant cluster admin level access to developers","Important","No","No","Cluster admin have full privileges to perform critical operations on Kubernetes cluster. Granting minimum required access ensures that developer are granted just enough permissions to perform their tasks.","Developer should be assigned 'Azure Kubernetes Service Cluster User Role' to Kubernetes Service. If you modify an existing role or create a custom role, be careful about operations that are granted to a developer. For example, if a developer can run the 'List clusterAdmin credential' operation, they can elevate access to cluster admin level.","No","No","SDL, TCP, Manual, AuthN, KubernetesService"
"KubernetesService","Azure_KubernetesService_Deploy_Use_Latest_Version","The latest version of Kubernetes should be used","Moderate","No","No","Running on older versions could mean you are not using latest security classes. Usage of such old classes and types can make your application vulnerable.","Refer: https://docs.microsoft.com/en-us/azure/aks/upgrade-cluster.","Yes","No","SDL, Best Practice, Automated, Deploy, KubernetesService"
"KubernetesService","Azure_KubernetesService_DP_Review_Image_Sources","Make sure container images (including nested images) deployed in Kubernetes are from a trustworthy source","Important","No","No","If a Kubernetes Service runs an untrusted container image (or an untrusted nested image), it can violate integrity of the infrastructure and lead to all types of security attacks.","Ensure that the source(s) for the container images comprising the Kubernetes Service are trustworthy. Review the repository locations specified in the YAML files for your environment and confirm that those locations will not have tampered/insecure images.","No","No","SDL, TCP, Manual, DP, KubernetesService"
"KubernetesService","Azure_KubernetesService_SI_Dont_Use_Default_Namespace","Do not use the default cluster namespace to deploy applications","Moderate","No","No","Resources/Applications in same namespace will have same access control (RBAC) policies. Users are granted permission on default namespace if no other namespace is provided in rolebindings. As a result, the permissions in the default namespace might not be appropriate if your application/workload is sensitive. It is hence better to create a separate namespace.","Ensure that the applications in Kubernetes are not deployed in default namespace.","No","No","SDL, TCP, Manual, SI, KubernetesService"
"KubernetesService","Azure_KubernetesService_DP_Store_Secrets_in_Key_Vault","All Kubernetes Service secrets should be stored in Key Vault","Moderate","No","No","Keeping secrets such as DB connection strings, passwords, keys, etc. in clear text can lead to easy compromise at various avenues during an application's lifecycle. Storing them in a key vault ensures that they are protected at rest.","Refer: https://github.com/Azure/kubernetes-keyvault-flexvol for configuring Key Vault and storing secrets.","No","No","SDL, TCP, Manual, AuthZ, DP, KubernetesService"
